t cv_0(t) h(t)
4.740000000000000000e+05 1.021103203776302593e+00 4.220854291877768755e-02
4.750000000000000000e+05 1.118967017340426251e+00 4.203134765147861773e-02
4.760000000000000000e+05 1.331559613686241539e+00 6.020515079678087633e-02
4.770000000000000000e+05 1.457309190049271841e+00 8.476034911880642175e-02
4.780000000000000000e+05 1.433247398336999767e+00 7.832122285554117547e-02
4.790000000000000000e+05 1.470389281801363301e+00 8.357656382058503697e-02
4.800000000000000000e+05 1.438590492936562937e+00 7.619833985778459717e-02
4.810000000000000000e+05 5.921360370278111462e-01 5.237274199698968569e-02
4.820000000000000000e+05 1.173890546325709661e+00 4.439458780430104862e-02
4.830000000000000000e+05 9.986012120146642301e-01 4.188713236500368753e-02
4.840000000000000000e+05 8.281455110836791755e-01 4.357756037271223043e-02
4.850000000000000000e+05 7.431687748353692502e-01 4.535820225249595494e-02
4.860000000000000000e+05 9.134855872130374088e-01 4.253479332198192853e-02
4.870000000000000000e+05 6.633175113700321424e-01 4.831720470019982422e-02
4.880000000000000000e+05 1.383827488317117549e+00 6.507144743748720372e-02
4.890000000000000000e+05 1.354007435440998997e+00 5.948395064972548246e-02
4.900000000000000000e+05 1.331554589010024436e+00 5.584605008068511955e-02
4.910000000000000000e+05 1.246822205636855641e+00 4.869099587062607898e-02
4.920000000000000000e+05 8.632854082879063418e-01 4.228612612529986797e-02
4.930000000000000000e+05 2.834861597349248585e-01 6.532714093709662828e-02
4.940000000000000000e+05 -3.624344460774762688e-01 6.423686383391474797e-02
4.950000000000000000e+05 -6.535206277618555992e-01 5.121884261808693634e-02
4.960000000000000000e+05 -1.273957619941339603e+00 5.167402281588504009e-02
4.970000000000000000e+05 -7.456511556346770986e-01 4.808536025245107454e-02
4.980000000000000000e+05 -1.190592525294387638e+00 4.712485118224749026e-02
4.990000000000000000e+05 -1.316716970365240824e+00 5.415548790978694932e-02
5.000000000000000000e+05 -1.254422677322999835e+00 4.885962775040737782e-02
5.010000000000000000e+05 -3.940577891651818598e-01 6.227730979075432605e-02
5.020000000000000000e+05 -2.866372372567493332e-01 6.450928525582662332e-02
5.030000000000000000e+05 -4.323668407142501335e-01 5.983368461342867400e-02
5.040000000000000000e+05 2.189822693852052082e-01 6.732919741439902239e-02
5.050000000000000000e+05 -2.347122312879437456e-01 6.571150664950160813e-02
5.060000000000000000e+05 -9.557520671338143314e-01 4.363741772378244149e-02
5.070000000000000000e+05 1.430431893040091107e-01 6.838131903768544795e-02
5.080000000000000000e+05 -7.504597258157313933e-02 7.087022121320712964e-02
5.090000000000000000e+05 -5.290732405931385801e-02 6.926882287905021529e-02
5.100000000000000000e+05 -3.298817314954394786e-01 6.126534856341261936e-02
5.110000000000000000e+05 3.462044033258838693e-01 6.106754280352447856e-02
5.120000000000000000e+05 4.674451152863702830e-01 5.820370242685864171e-02
5.130000000000000000e+05 1.320081472845373582e-01 6.721052424388018753e-02
5.140000000000000000e+05 9.042723054082320022e-01 4.170665442458395406e-02
5.150000000000000000e+05 7.549090871842722983e-01 4.370878650656231934e-02
5.160000000000000000e+05 5.539575313608853246e-01 5.305592194258095667e-02
5.170000000000000000e+05 1.361822699755499064e-02 6.732988196869296726e-02
5.180000000000000000e+05 9.480124593645227193e-01 4.107476249904142701e-02
5.190000000000000000e+05 2.453129361602012781e-01 6.363086895525586761e-02
5.200000000000000000e+05 -1.448971712349362839e-01 6.820486762928722191e-02
5.210000000000000000e+05 -6.840005898025118825e-01 4.884626832627204929e-02
5.220000000000000000e+05 -2.909383213021575210e-01 6.108820887297416319e-02
5.230000000000000000e+05 -4.381285417683726813e-01 5.813648335717686022e-02
5.240000000000000000e+05 -8.866387200986575179e-01 4.499309511482800505e-02
5.250000000000000000e+05 -8.653809438977904112e-01 4.501223539901404169e-02
5.260000000000000000e+05 -1.359618047360998672e+00 5.816616478270671131e-02
5.270000000000000000e+05 -1.130705981577279751e+00 4.452711718297275301e-02
5.280000000000000000e+05 -1.100634321842359320e+00 4.334575462325436501e-02
5.290000000000000000e+05 -1.322858579803554147e+00 5.274576669463901940e-02
5.300000000000000000e+05 -1.038684002341426327e+00 4.191044134045504577e-02
5.310000000000000000e+05 -7.943777887875759225e-01 4.601101712721804987e-02
5.320000000000000000e+05 -6.956802119961396080e-01 4.747897552403761157e-02
5.330000000000000000e+05 -5.894697508213010417e-01 5.291640656211918370e-02
5.340000000000000000e+05 -7.962858667129324441e-01 4.514607882392207561e-02
5.350000000000000000e+05 -7.512213742285335227e-01 4.515666870210176265e-02
5.360000000000000000e+05 -1.116263850073391906e+00 4.288274443743178566e-02
5.370000000000000000e+05 -1.196356232502420847e+00 4.478155468696425057e-02
5.380000000000000000e+05 -1.340846924890743752e+00 5.389700636058417788e-02
5.390000000000000000e+05 -1.229831574311233577e+00 4.525672572019834305e-02
5.400000000000000000e+05 -9.675534704894485083e-01 4.167116277032673760e-02
5.410000000000000000e+05 -1.283047750754424010e+00 4.740248481396875518e-02
5.420000000000000000e+05 -5.826361716152521630e-01 5.248201781819077788e-02
5.430000000000000000e+05 -8.272001200011993571e-01 4.377455252149975440e-02
5.440000000000000000e+05 -8.131506382027252622e-01 4.343412145054229012e-02
5.450000000000000000e+05 -1.069838722387087770e+00 4.101376146961704938e-02
5.460000000000000000e+05 -1.043112703559888610e+00 4.033383612111765548e-02
5.470000000000000000e+05 -5.513670620223172225e-01 5.335869863510155769e-02
5.480000000000000000e+05 -2.825265174556633729e-01 6.021798851361212512e-02
5.490000000000000000e+05 -4.977230696323834969e-01 5.472974057199458953e-02
5.500000000000000000e+05 -1.137629434266092199e+00 4.162145184529869590e-02
5.510000000000000000e+05 -6.699391496453255268e-01 4.625854763759975480e-02
5.520000000000000000e+05 -8.486303550978786525e-01 4.249744143050868117e-02
5.530000000000000000e+05 -7.694872961035305048e-01 4.296700248938341987e-02
5.540000000000000000e+05 -1.451134609730917679e+00 7.406171130821319337e-02
5.550000000000000000e+05 -1.458547288082426840e+00 7.437989229461676455e-02
5.560000000000000000e+05 -9.368508640617714267e-01 4.086700258115538026e-02
5.570000000000000000e+05 -8.658242856541444876e-01 4.133137227606278885e-02
5.580000000000000000e+05 -1.243953166358821472e+00 4.446426347024108605e-02
5.590000000000000000e+05 -1.348594068168715576e-01 6.680240265773494668e-02
5.600000000000000000e+05 -4.751847406933161766e-01 5.468041440327492397e-02
5.610000000000000000e+05 -1.376301945526059445e-01 6.557850575887494426e-02
5.620000000000000000e+05 -2.913591780957551156e-02 6.521876962059129645e-02
5.630000000000000000e+05 7.145745332831314744e-01 4.491623405357616367e-02
5.640000000000000000e+05 4.151330130007671593e-01 5.812031572090856080e-02
5.650000000000000000e+05 3.559865513941289916e-01 5.839574128628338689e-02
5.660000000000000000e+05 5.235492539681299573e-02 6.511686847120713717e-02
5.670000000000000000e+05 -7.794558332461362649e-02 6.382907662962583606e-02
5.680000000000000000e+05 6.393900022349722212e-01 4.766144506237653816e-02
5.690000000000000000e+05 9.989322437574376101e-01 4.040952451340777685e-02
5.700000000000000000e+05 1.347362092843253478e+00 5.654089128502592237e-02
5.710000000000000000e+05 1.403157392559367667e+00 6.484929234970490675e-02
5.720000000000000000e+05 1.412392015522351274e+00 6.553444931423378639e-02
5.730000000000000000e+05 1.413060697094530749e+00 6.454328509363389810e-02
5.740000000000000000e+05 1.240232272920286372e+00 4.709557108730580421e-02
5.750000000000000000e+05 8.169275531859887529e-01 4.113734522473053157e-02
5.760000000000000000e+05 1.431228979020912895e-01 6.431004525631245361e-02
5.770000000000000000e+05 5.174959095086352212e-01 5.377880158686465517e-02
5.780000000000000000e+05 4.296495293013214423e-01 5.597025027590243895e-02
5.790000000000000000e+05 2.587251181548165802e-01 6.102015273053397471e-02
5.800000000000000000e+05 5.639638114536952435e-02 6.315087867825928958e-02
5.810000000000000000e+05 -3.992966160466594472e-01 5.641508523730907193e-02
5.820000000000000000e+05 -6.344299473518754118e-01 4.722713349817415918e-02
5.830000000000000000e+05 -1.152504550992180743e+00 4.128030861135170704e-02
5.840000000000000000e+05 -1.175059102605144679e+00 4.137318726256097867e-02
5.850000000000000000e+05 -1.012849373203640102e+00 3.924890071169326311e-02
5.860000000000000000e+05 -8.959722100961766689e-01 4.044720931913318301e-02
5.870000000000000000e+05 -6.152104142060454972e-01 4.770772971341492863e-02
5.880000000000000000e+05 -9.773532207845025965e-01 3.897225140550109740e-02
5.890000000000000000e+05 -1.405228950981086022e+00 6.139747639129981144e-02
5.900000000000000000e+05 -1.064913815009317588e+00 3.863290744476032684e-02
5.910000000000000000e+05 -1.200061747939569878e+00 4.147012603093890720e-02
5.920000000000000000e+05 -1.031083978375638255e+00 3.796192008824272879e-02
5.930000000000000000e+05 -1.115028685131918662e+00 3.866777361946072827e-02
5.940000000000000000e+05 -8.548954664669133896e-01 4.035183461378316627e-02
5.950000000000000000e+05 -7.819598897414004046e-01 4.133659361750166572e-02
5.960000000000000000e+05 -1.053508349238789998e+00 3.737819625286215725e-02
5.970000000000000000e+05 -5.092021389499710171e-01 5.199456064141597805e-02
5.980000000000000000e+05 -8.929019438584024915e-01 3.909421635856321492e-02
5.990000000000000000e+05 -1.146777849427169205e+00 3.884741161951238420e-02
6.000000000000000000e+05 -1.128019071794384320e+00 3.793972084759935498e-02
6.010000000000000000e+05 -9.427554083362292836e-01 3.787460463699608704e-02
6.020000000000000000e+05 -9.098379108135571380e-01 3.807866853067226609e-02
6.030000000000000000e+05 -5.973035459636368838e-01 4.769342555948540008e-02
6.040000000000000000e+05 -9.746307502008414447e-01 3.669243539107102520e-02
6.050000000000000000e+05 -7.592922980539994482e-01 4.109660064478057317e-02
6.060000000000000000e+05 -8.509781082533883767e-01 3.848823755007379360e-02
6.070000000000000000e+05 -8.578455767399155718e-01 3.796348163340876325e-02
6.080000000000000000e+05 -8.585549430516780101e-01 3.757245969061265983e-02
6.090000000000000000e+05 -1.180199096130150949e+00 3.921481852639710497e-02
6.100000000000000000e+05 -2.069840696437319494e-01 6.140019633091245432e-02
6.110000000000000000e+05 -1.312430733038240649e-01 6.244251102968304684e-02
6.120000000000000000e+05 -4.130208904463906761e-01 5.471019847477875953e-02
6.130000000000000000e+05 -3.252003669564368371e-01 5.647401575301219667e-02
6.140000000000000000e+05 3.996879950796886627e-01 5.548552223424172564e-02
6.150000000000000000e+05 4.197886216071104459e-01 5.442446016325507702e-02
6.160000000000000000e+05 5.652433304642717760e-01 4.995885734869312533e-02
6.170000000000000000e+05 6.732300848658857584e-01 4.524079129054769943e-02
6.180000000000000000e+05 5.134175218213019587e-01 5.148203761188068633e-02
6.190000000000000000e+05 1.110443617694293561e+00 4.024670784307801674e-02
6.200000000000000000e+05 8.077499006129958969e-01 4.069167710315715891e-02
6.210000000000000000e+05 1.221578694242710483e+00 4.532971941978966579e-02
6.220000000000000000e+05 9.586966652101724939e-01 3.997444428205466221e-02
6.230000000000000000e+05 1.000238478553761023e+00 3.937697872764240464e-02
6.240000000000000000e+05 1.104172020396905651e+00 3.928189443989182905e-02
6.250000000000000000e+05 1.156791386552726397e+00 4.073680351206949990e-02
6.260000000000000000e+05 6.437110609548886142e-01 4.549358445667143341e-02
6.270000000000000000e+05 8.949106899528258552e-01 3.956746408328967735e-02
6.280000000000000000e+05 7.618183138092966544e-01 4.095550043452775985e-02
6.290000000000000000e+05 1.326832445311138642e+00 5.106976958843182507e-02
6.300000000000000000e+05 5.584996644266436716e-01 4.848369773308659758e-02
6.310000000000000000e+05 1.299669865352714115e+00 4.837302922998887311e-02
6.320000000000000000e+05 7.224215993194557095e-01 4.184009572208477468e-02
6.330000000000000000e+05 9.974767487564349944e-01 3.857763812582250956e-02
6.340000000000000000e+05 1.059226850996741520e+00 3.796098001188952242e-02
6.350000000000000000e+05 9.230322726980765280e-01 3.858308351003274933e-02
6.360000000000000000e+05 9.764485435496809140e-01 3.778486109037658414e-02
6.370000000000000000e+05 1.073310809703295954e+00 3.738040741292134733e-02
6.380000000000000000e+05 1.246024732130449619e-01 6.232229597372457297e-02
6.390000000000000000e+05 6.153774994979267499e-01 4.519734289129530985e-02
6.400000000000000000e+05 2.814126436723655700e-01 5.848100814127193958e-02
6.410000000000000000e+05 5.557116491820045245e-02 6.131901974235669933e-02
6.420000000000000000e+05 2.830088767032588049e-01 5.749789658519954827e-02
6.430000000000000000e+05 2.399867561713874275e-01 5.848048786897646484e-02
6.440000000000000000e+05 1.073662828863173102e+00 3.701788573352745443e-02
6.450000000000000000e+05 1.426201849965260671e+00 6.530486545437426404e-02
6.460000000000000000e+05 1.139064893973261494e+00 3.847758964016702310e-02
6.470000000000000000e+05 9.447425948456892320e-01 3.744653176390121824e-02
6.480000000000000000e+05 6.330953385067015216e-01 4.402100688132853934e-02
6.490000000000000000e+05 1.499611799405519696e-01 5.983654014803937993e-02
6.500000000000000000e+05 3.783762492826426849e-01 5.309646485901567403e-02
6.510000000000000000e+05 3.504695361058655645e-01 5.293857435738733713e-02
6.520000000000000000e+05 5.653006186749204298e-01 4.655579558236222493e-02
6.530000000000000000e+05 8.345120936239929232e-01 3.856092892301742764e-02
6.540000000000000000e+05 1.246694670867511068e+00 4.463756780462749957e-02
6.550000000000000000e+05 9.926117737663677776e-01 3.645632696284563379e-02
6.560000000000000000e+05 1.409996055656686398e+00 6.082287377873377143e-02
6.570000000000000000e+05 1.475092566251038129e+00 7.425683002468286276e-02
6.580000000000000000e+05 1.395609331013349719e+00 5.653489140981866889e-02
6.590000000000000000e+05 1.457588754441646373e+00 6.806371090530968782e-02
6.600000000000000000e+05 9.628886633369184711e-01 3.640726114126743157e-02
6.610000000000000000e+05 4.425180981786646650e-01 5.102866469309124547e-02
6.620000000000000000e+05 1.213145009732256918e+00 4.207989137104981708e-02
6.630000000000000000e+05 9.407929400327894598e-01 3.635447380015782021e-02
6.640000000000000000e+05 4.990587272997435431e-01 4.899187465338422642e-02
6.650000000000000000e+05 1.242928427408953818e+00 4.324019939357395120e-02
6.660000000000000000e+05 1.407838294916152533e+00 5.682107873573934154e-02
6.670000000000000000e+05 1.229848155859601277e+00 4.202921558223878667e-02
6.680000000000000000e+05 1.071577193849324816e+00 3.561608228924569020e-02
6.690000000000000000e+05 5.052679338954429999e-01 4.812437699154425985e-02
6.700000000000000000e+05 3.813588611333050826e-01 5.066455422569642736e-02
6.710000000000000000e+05 8.573280341498921153e-01 3.747790041578694109e-02
6.720000000000000000e+05 1.230555270027084758e+00 4.154847498149299989e-02
6.730000000000000000e+05 1.347930628316192925e+00 4.799077077529639856e-02
6.740000000000000000e+05 1.162574484754692161e+00 3.757549283296949399e-02
6.750000000000000000e+05 5.151377220239261590e-01 4.696390426884128333e-02
6.760000000000000000e+05 7.437192755288606349e-01 3.982460290258527102e-02
6.770000000000000000e+05 1.246694838237950353e+00 4.143033956737002949e-02
6.780000000000000000e+05 1.168596297568461173e+00 3.722604543335845950e-02
6.790000000000000000e+05 6.949891170360340542e-01 4.095567168213428560e-02
6.800000000000000000e+05 1.106001743282475358e+00 3.508933616868462058e-02
6.810000000000000000e+05 -1.442761655910517749e-01 6.117608260938198206e-02
6.820000000000000000e+05 -4.848232220862195296e-01 5.129840792455503395e-02
6.830000000000000000e+05 -1.452197271155071800e-01 6.018669637577855891e-02
6.840000000000000000e+05 -7.793315171098668115e-01 3.939203887404157944e-02
6.850000000000000000e+05 -3.022723888840070927e-01 5.588155612704235470e-02
6.860000000000000000e+05 -4.618652570517990386e-01 5.124020609824378458e-02
6.870000000000000000e+05 -7.460827192331916935e-01 4.013023577729192548e-02
6.880000000000000000e+05 -1.049041953254945259e-01 5.956355100821725257e-02
6.890000000000000000e+05 -1.300699503233172516e+00 4.621511134481911393e-02
6.900000000000000000e+05 -1.376914424294840344e+00 5.499744580679292311e-02
6.910000000000000000e+05 -1.053327386207487448e+00 3.594212798553338833e-02
6.920000000000000000e+05 -1.402318999364471797e+00 5.868311654916769093e-02
6.930000000000000000e+05 -1.439121889999339432e+00 6.564154402203310756e-02
6.940000000000000000e+05 -1.475816077413950156e+00 7.360005968639531104e-02
6.950000000000000000e+05 -1.392362216683892262e+00 5.454076053126943185e-02
6.960000000000000000e+05 -4.330064933439378150e-01 5.146606637031542197e-02
6.970000000000000000e+05 -5.539750555419882261e-01 4.789135317205792802e-02
6.980000000000000000e+05 -5.875622242485162294e-01 4.625253086038660227e-02
6.990000000000000000e+05 -3.823270875733720819e-01 5.238232040678321433e-02
7.000000000000000000e+05 5.473994870694229853e-01 4.501540559384277496e-02
7.010000000000000000e+05 6.294190895841039746e-01 4.189845342149297464e-02
7.020000000000000000e+05 6.872095056487188547e-01 4.028522510815214092e-02
7.030000000000000000e+05 7.669329023347346563e-01 3.806702694151134492e-02
7.040000000000000000e+05 1.217631222088046750e+00 3.911537798359911167e-02
7.050000000000000000e+05 6.529529896088228647e-01 4.042588973894465504e-02
7.060000000000000000e+05 5.689125178842762143e-01 4.284404798306354345e-02
7.070000000000000000e+05 2.067422729065701847e-01 5.767721565721704163e-02
7.080000000000000000e+05 -3.416276044597121309e-01 5.302382234770715297e-02
7.090000000000000000e+05 4.701031565522224009e-01 4.711506657444123475e-02
7.100000000000000000e+05 5.030560859935715445e-01 4.516890321099203964e-02
7.110000000000000000e+05 1.221531885898685388e-01 5.860940109555293903e-02
7.120000000000000000e+05 -5.933512324835804597e-01 4.545957408923448351e-02
7.130000000000000000e+05 -1.032740847660105876e+00 3.550579982291769687e-02
7.140000000000000000e+05 -1.411993235699725124e+00 5.709304230060494034e-02
7.150000000000000000e+05 -5.771241521768177840e-01 4.547510543718241011e-02
7.160000000000000000e+05 -4.127667871488438500e-01 5.000866012765841501e-02
7.170000000000000000e+05 1.660321907702415889e-01 5.706590624799470768e-02
7.180000000000000000e+05 -3.727500711745107553e-01 5.069642901180881206e-02
7.190000000000000000e+05 1.003238450462004439e+00 3.489777943501647800e-02
7.200000000000000000e+05 1.261070938476491321e+00 4.102037898435006991e-02
7.210000000000000000e+05 1.490483525772381856e+00 7.370886436394490093e-02
7.220000000000000000e+05 1.548185007055508988e+00 8.598158724570324762e-02
7.230000000000000000e+05 1.502901916779271430e+00 7.393058508193051104e-02
7.240000000000000000e+05 1.437832442349904927e+00 5.879295539291512496e-02
7.250000000000000000e+05 1.245334188832089461e+00 3.971749801798298007e-02
7.260000000000000000e+05 8.753617719597195368e-01 3.638591443572408018e-02
7.270000000000000000e+05 1.136406327888855650e+00 3.485419275603814093e-02
7.280000000000000000e+05 1.125953167054591253e+00 3.432333100081972482e-02
7.290000000000000000e+05 1.320582442700935388e+00 4.347865443740583924e-02
7.300000000000000000e+05 8.419849094624611840e-01 3.641271904633471695e-02
7.310000000000000000e+05 8.525827014824224337e-01 3.595923575653194731e-02
7.320000000000000000e+05 8.780336897702549770e-01 3.537059012456849477e-02
7.330000000000000000e+05 -1.012969895378803831e-01 5.862635737557482518e-02
7.340000000000000000e+05 2.932719590961757050e-01 5.286042977111302110e-02
7.350000000000000000e+05 -1.574346449215702493e-01 5.735871891245745285e-02
7.360000000000000000e+05 -9.077549883357739491e-01 3.618767155656098938e-02
7.370000000000000000e+05 -8.643206239839347216e-01 3.638617250121638225e-02
7.380000000000000000e+05 -1.116035901402860020e+00 3.637060170775928414e-02
7.390000000000000000e+05 -1.266970139761570691e+00 4.215676389843317495e-02
7.400000000000000000e+05 -5.754364367729034591e-01 4.488917273464945734e-02
7.410000000000000000e+05 -9.539349107382443238e-01 3.517632733492305486e-02
7.420000000000000000e+05 -7.317034224264968856e-01 3.969763838042948689e-02
7.430000000000000000e+05 -1.083016216275213939e+00 3.520164067935640378e-02
7.440000000000000000e+05 -7.596265935640205136e-01 3.843196341475228067e-02
7.450000000000000000e+05 -1.123296928165746111e+00 3.580933942005520842e-02
7.460000000000000000e+05 -4.966223170326573566e-01 4.646763219979097720e-02
7.470000000000000000e+05 -7.695401978862959069e-01 3.774506395033560419e-02
7.480000000000000000e+05 -8.314369636253097218e-01 3.588747298399252994e-02
7.490000000000000000e+05 -6.323627932996382928e-01 4.206534863065788249e-02
7.500000000000000000e+05 -2.783506143465206972e-01 5.357920847353499216e-02
7.510000000000000000e+05 2.433338120882278521e-01 5.408459485515174775e-02
7.520000000000000000e+05 -5.861407034045578168e-01 4.318632404391781199e-02
7.530000000000000000e+05 -8.914787095740087652e-01 3.492144720586396606e-02
7.540000000000000000e+05 -9.724225093645189055e-01 3.426354943386929891e-02
7.550000000000000000e+05 -6.962402023780764893e-01 3.917879555980407352e-02
7.560000000000000000e+05 -4.658248120277087567e-01 4.643581442796972797e-02
7.570000000000000000e+05 4.626203750943456705e-01 4.623398994862003980e-02
7.580000000000000000e+05 9.261758333418789180e-01 3.461662520544863536e-02
7.590000000000000000e+05 1.076397324011358458e+00 3.362168157359132076e-02
7.600000000000000000e+05 8.811974737294329119e-01 3.472522757248491798e-02
7.610000000000000000e+05 9.152911842611979321e-01 3.406706304458028550e-02
7.620000000000000000e+05 -2.671500076279827440e-01 5.322563921428834915e-02
7.630000000000000000e+05 -3.316988411026255967e-02 5.813659912712892952e-02
7.640000000000000000e+05 -1.948317801632833690e-01 5.492957832315559230e-02
7.650000000000000000e+05 8.213692243926831726e-02 5.734076881467884551e-02
7.660000000000000000e+05 7.017925199638300193e-02 5.669173888815870477e-02
7.670000000000000000e+05 -4.347994364518201205e-01 4.680473398831192650e-02
7.680000000000000000e+05 -1.118293320473957575e+00 3.526982205698783041e-02
7.690000000000000000e+05 -2.438173809868864617e-01 5.267570629062210547e-02
7.700000000000000000e+05 -4.068671704584268106e-02 5.638094651849195199e-02
7.710000000000000000e+05 -1.195484736813918064e-01 5.477576011176075316e-02
7.720000000000000000e+05 7.138571433039876402e-01 3.819215748562903440e-02
7.730000000000000000e+05 1.142801636049714409e+00 3.412248973603523167e-02
7.740000000000000000e+05 8.328716032543972414e-01 3.480883792465652021e-02
7.750000000000000000e+05 1.193155548480290706e+00 3.583416732018957634e-02
7.760000000000000000e+05 1.942247518194546371e-02 5.570624766310591780e-02
7.770000000000000000e+05 -1.330138029019962143e-01 5.371735311935215557e-02
7.780000000000000000e+05 1.622555873375562951e-01 5.442063491948814780e-02
7.790000000000000000e+05 -1.995696624257706220e-01 5.224925331383784011e-02
7.800000000000000000e+05 2.004178837715999695e-01 5.334778900168556798e-02
7.810000000000000000e+05 1.011296613427190350e+00 3.331585768188566332e-02
7.820000000000000000e+05 1.473814148993093376e+00 6.497000277763606557e-02
7.830000000000000000e+05 1.229159986283014261e+00 3.737548966091424479e-02
7.840000000000000000e+05 1.200461885652388760e+00 3.551275422111202507e-02
7.850000000000000000e+05 7.184505734479113004e-01 3.755880674433297040e-02
7.860000000000000000e+05 6.010780621383282618e-01 4.029427255652411749e-02
7.870000000000000000e+05 3.271723780313208207e-01 4.983902629712487486e-02
7.880000000000000000e+05 -5.944226296898449391e-01 4.202474388107853981e-02
7.890000000000000000e+05 -7.553194855670321006e-01 3.696781988681864528e-02
7.900000000000000000e+05 -3.627857319380068946e-01 4.834343811991891754e-02
7.910000000000000000e+05 -1.184181736871567692e+00 3.737803091114760140e-02
7.920000000000000000e+05 -9.662684952195487176e-01 3.391259562704604380e-02
7.930000000000000000e+05 -1.207868728910189926e+00 3.811072060031351488e-02
7.940000000000000000e+05 -1.432554609756372166e+00 6.022039005492540314e-02
7.950000000000000000e+05 -1.302248959526537853e+00 4.309656214392354467e-02
7.960000000000000000e+05 -5.578978784682284697e-01 4.258274227880393115e-02
7.970000000000000000e+05 -8.006812023153363489e-01 3.544146582345692603e-02
7.980000000000000000e+05 -5.135916105667590603e-01 4.332147958023367662e-02
7.990000000000000000e+05 -1.691342062612239960e-01 5.194005770536674199e-02
8.000000000000000000e+05 1.246629403839379369e-01 5.338347519711258982e-02
8.010000000000000000e+05 -5.242921905797746085e-01 4.254524852458597961e-02
8.020000000000000000e+05 -9.836131608164087048e-01 3.349105565066645002e-02
8.030000000000000000e+05 -7.113557171592201911e-01 3.754137129498148068e-02
8.040000000000000000e+05 -1.296258506221712015e+00 4.221748477311799280e-02
8.050000000000000000e+05 -1.421981222484983043e+00 5.671435924906634979e-02
8.060000000000000000e+05 -7.091337409905953404e-01 3.723519233631122222e-02
8.070000000000000000e+05 -1.309090548794771491e+00 4.237406037284772997e-02
8.080000000000000000e+05 -1.172611669452148231e+00 3.582555643173947896e-02
8.090000000000000000e+05 -8.861314025272718498e-01 3.377758412972686058e-02
8.100000000000000000e+05 -1.142679980000260720e+00 3.461410879490489645e-02
8.110000000000000000e+05 -1.268902735874689380e+00 3.938202474647464757e-02
8.120000000000000000e+05 -9.684940583657606350e-01 3.305296049540742270e-02
8.130000000000000000e+05 -2.473863674680848446e-02 5.389119319232257843e-02
8.140000000000000000e+05 4.865728299678835911e-01 4.452366053400382689e-02
8.150000000000000000e+05 4.946246421900482027e-01 4.368316451763004649e-02
8.160000000000000000e+05 4.010208837728567177e-01 4.658234796870414779e-02
8.170000000000000000e+05 4.465518437138673025e-01 4.456199811043111414e-02
8.180000000000000000e+05 1.146524859484000070e+00 3.314502297007795167e-02
8.190000000000000000e+05 7.478213504998606487e-01 3.623022560849537693e-02
8.200000000000000000e+05 9.096653143827684307e-01 3.339876388906703325e-02
8.210000000000000000e+05 1.078262183061296398e+00 3.236323717309536052e-02
8.220000000000000000e+05 5.974419904132499681e-01 3.943428922146172827e-02
8.230000000000000000e+05 4.863808432744639587e-01 4.259509316058134043e-02
8.240000000000000000e+05 1.903082123154777872e-01 5.197770629312471746e-02
8.250000000000000000e+05 -3.961739003083897259e-02 5.289191851778288905e-02
8.260000000000000000e+05 4.044725372606879921e-01 4.509403501934547420e-02
8.270000000000000000e+05 1.381409821195174858e+00 4.825910195028555727e-02
8.280000000000000000e+05 1.525332249770955606e+00 7.568744670635263461e-02
8.290000000000000000e+05 1.491577231550712979e+00 6.629312168860086729e-02
8.300000000000000000e+05 1.495332041719027005e+00 6.598316507393281460e-02
8.310000000000000000e+05 1.360055192672767088e+00 4.480010425488893666e-02
8.320000000000000000e+05 7.154952009315805883e-01 3.663979624601221285e-02
8.330000000000000000e+05 2.250572096827605506e-01 5.089793319057587390e-02
8.340000000000000000e+05 2.386239571289762718e-01 5.002845470094408054e-02
8.350000000000000000e+05 -5.476098350400855352e-01 4.139884661535053745e-02
8.360000000000000000e+05 -6.981492619668788757e-01 3.709386921520390484e-02
8.370000000000000000e+05 -1.094300322965423566e+00 3.324602071517462204e-02
8.380000000000000000e+05 -1.130445663096535824e+00 3.362230500962836571e-02
8.390000000000000000e+05 -1.063114019103217567e+00 3.242941425947312717e-02
8.400000000000000000e+05 -2.399569040040200885e-01 5.015937054312411686e-02
8.410000000000000000e+05 -8.872840307000305904e-01 3.323745607540372349e-02
8.420000000000000000e+05 -7.742303324284312005e-01 3.477239586336730581e-02
8.430000000000000000e+05 -1.249950254212574885e+00 3.785236395353332173e-02
8.440000000000000000e+05 -9.745802016320288530e-01 3.228475129455802423e-02
8.450000000000000000e+05 -4.136252099622946821e-01 4.558273611380841972e-02
8.460000000000000000e+05 -2.374044589406610825e-02 5.237934450411851212e-02
8.470000000000000000e+05 -3.969413033039378425e-01 4.565474740495169964e-02
8.480000000000000000e+05 -7.393350271865209988e-01 3.531497668150648112e-02
8.490000000000000000e+05 -3.935065223231085652e-01 4.523253306892409398e-02
8.500000000000000000e+05 7.482954310436489287e-01 3.545178505900371119e-02
8.510000000000000000e+05 7.196800604133118950e-01 3.586699049652221361e-02
8.520000000000000000e+05 1.429712293923134925e-01 5.085702018521159190e-02
8.530000000000000000e+05 4.617171842669201554e-01 4.256829031112965150e-02
8.540000000000000000e+05 4.542570426488281576e-01 4.232722640207846332e-02
8.550000000000000000e+05 1.943804191344412069e-01 4.944574859938151434e-02
8.560000000000000000e+05 1.087226822195703213e-01 5.053519475226197349e-02
